Line	Source	BiGG	MNXM	Stuff	
12: bigg.metabolite:	oh1	MNXM02	Hydroxideion
1949334: bigg.metabolite:	C05767	MNXM741452	UroporphyrinI
1949346: bigg.metabolite:	upp1	MNXM741454	UroporphyrinI
1949361: bigg.metabolite:	copre3	MNXM741457	Cobalt-precorrin3
1949467: bigg.metabolite:	acgpail_cho	MNXM741481	6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol(1-)
1949490: bigg.metabolite:	seln	MNXM741486	Selenide
1949739: bigg.metabolite:	xylb	MNXM741545	Xylobiose
1949782: bigg.metabolite:	trp__L	MNXM741553	L-Tryptophan
1949893: bigg.metabolite:	xoldiolone	MNXM741570	7alpha,12alpha-Dihydroxycholest-4-en-3-one
1949932: bigg.metabolite:	CE2084	MNXM741577	5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoicacid
1950039: bigg.metabolite:	Sfglutth	MNXM741595	S-Formylglutathione
1950082: bigg.metabolite:	M02108	MNXM7416	HeptylicAcid
1950083: bigg.metabolite:	hpa	MNXM7416	Heptanoate
1950116: bigg.metabolite:	fmettrna	MNXM741602	N-Formylmethionyl-tRNA
1950147: bigg.metabolite:	uamag	MNXM741611	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
1950193: bigg.metabolite:	limnen	MNXM741617	Limnenc
1950245: bigg.metabolite:	23doguln	MNXM741619	2,3-Dioxo-L-gulonate
1950406: bigg.metabolite:	CE1447	MNXM741656	11-dehydrothromboxaneB2
1950466: bigg.metabolite:	phe__L	MNXM741664	L-Phenylalanine
1950611: bigg.metabolite:	g3ps	MNXM741693	Glycerophosphoserine
1950879: bigg.metabolite:	hgmeACP	MNXM741743	3-Hydroxyglutaryl-[acyl-carrierprotein]methylester
1950899: bigg.metabolite:	ahop	MNXM741749	Adenosylhopane
1950948: bigg.metabolite:	CE2242	MNXM741760	Trans-docos-2-enoyl-CoA
1951044: bigg.metabolite:	2dpmhobq	MNXM741775	2-Decaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone
1951054: bigg.metabolite:	CE5665	MNXM741777	Leukoaminochrome
1951230: bigg.metabolite:	CE2872	MNXM741805	3',5'-diiodo-L-thyronine
1951511: bigg.metabolite:	CE1950	MNXM741899	CyanosulfurousAcidAnion
1951514: bigg.metabolite:	harab__D	MNXM7419	Hexaarabinofuranoside
1951524: bigg.metabolite:	pchol2ste_hs	MNXM741900	2-Stearoylglycerophosphocholine
1951693: bigg.metabolite:	cbm	MNXM742	Carbamate
1951718: bigg.metabolite:	hmocta	MNXM7420	Hexa-methyloctacosanoate
1951822: bigg.metabolite:	hexacp	MNXM742037	Hexanoylacylcarrierprotein
1951825: bigg.metabolite:	phcrm_hs	MNXM742038	Phytoceramide
1951999: bigg.metabolite:	hmtria	MNXM7421	Hexa-methyltriacontanoicacid(C30:0,plus6methylbranches)
1959301: bigg.metabolite:	12htacr	MNXM744401	12-HTorM-VI,12-hydroxytacrolimus
1959304: bigg.metabolite:	1331tacr	MNXM744402	13,31-O-Didesmethyl-tacrolimus
1959307: bigg.metabolite:	13dmt	MNXM744403	13-O-desmethyltacrolimus,13-DMTorM-I
1959310: bigg.metabolite:	1513tacr	MNXM744404	13,15-O-didesmethyltacrolimus
1959313: bigg.metabolite:	1531tacr	MNXM744405	15,31-O-Didesmethyl-tacrolimus
1959316: bigg.metabolite:	15dmt	MNXM744406	15-DMTorM-III,15-O-desmethyltacrolimus
1959319: bigg.metabolite:	1hmdgluc	MNXM744407	1'-OH-midazolam-glucuronide
1959322: bigg.metabolite:	23dh1i56dio	MNXM744408	2,3-Dihydro-1H-Indole-5,6-Dione
1959325: bigg.metabolite:	2decdicoa	MNXM744409	2,7-DecadienoylCoenzymeA
1959332: bigg.metabolite:	2docohexecoa	MNXM744410	2,7,10,13,16,19-DocosahexenoylCoenzymeA
1959335: bigg.metabolite:	2dodtricoa	MNXM744411	2,6,9-DodecatrienoylCoenzymeA
1959338: bigg.metabolite:	2hatvacidgluc	MNXM744412	2-hydroxy-atorvastatin-acyl-glucuronide
1959341: bigg.metabolite:	2hatvlac	MNXM744413	2-hydroxy-atorvastatin-lactone/ortho-hydroxy-atorvastatinlactone
1959344: bigg.metabolite:	2hatvlacgluc	MNXM744414	2-hydroxy-atorvastatin-lactone-glucuronide
1959347: bigg.metabolite:	2hexdtetcoa	MNXM744415	2,7,10,13-HexadecatetraenoylCoenzymeA
1959350: bigg.metabolite:	2hexdtricoa	MNXM744416	2,7,10-HexadecatrienoylCoenzymeA
1959353: bigg.metabolite:	2m3ovcoa	MNXM744417	2-Methyl-3-Oxo-ValerylCoenzymeA
1959356: bigg.metabolite:	2octdectecoa	MNXM744418	2,6,9,12-OctadecatetraenoylCoenzymeA
1959359: bigg.metabolite:	2octpencoa	MNXM744419	2,6,9,12,15-OctadecapentenoylCoenzymeA
1959366: bigg.metabolite:	35dhpvs	MNXM744420	3'-alpha,5'beta-dihydroxy-pravastatin/3'-alpha5'beta6'beta-trihydroxypravastatin
1959369: bigg.metabolite:	35dsmv	MNXM744421	3',5'-dihydrodiol-simvastatin-lactoneform
1959372: bigg.metabolite:	3decdicoa	MNXM744422	3,7-DecadienoylCoenzymeA
1959375: bigg.metabolite:	3docopencoa	MNXM744423	3,7,10,13,16-DocosapentenoylCoenzymeA
1959378: bigg.metabolite:	3dodtricoa	MNXM744424	3,6,9-DodecatrienoylCoenzymeA
1959381: bigg.metabolite:	3hdeccoa	MNXM744426	3-HydroxyhexadecenoylCoenzymeA
1959384: bigg.metabolite:	3hdececrn	MNXM744427	3-Hydroxyhexadecenoylcarnitine
1959387: bigg.metabolite:	3hexdtetcoa	MNXM744428	3,7,10,13-HexadecatetraenoylCoenzymeA
1959390: bigg.metabolite:	3hexdtricoa	MNXM744429	3,7,10-HexadecatrienoylCoenzymeA
1959397: bigg.metabolite:	3hglutcoa	MNXM744430	3-Hydroxy-GlutarylCoenzymeA
1959400: bigg.metabolite:	3hlvst	MNXM744431	3''-hydroxy-lovastatinlactoneform
1959403: bigg.metabolite:	3hpvs	MNXM744432	3'-S-hydroxy-pravastatin
1959406: bigg.metabolite:	3hpvscoa	MNXM744433	3'-S-hydroxy-pravastatin-CoA
1959409: bigg.metabolite:	3hpvstet	MNXM744434	3'-S-hydroxy-pravastatin-tetranor
1959412: bigg.metabolite:	3hpvstetcoa	MNXM744435	3'-S-hydroxy-pravastatin-tetranor-CoA
1959415: bigg.metabolite:	3hsmv	MNXM744436	3'-hydroxy-simvastatin-lactoneform
1959418: bigg.metabolite:	3hsmvacid	MNXM744437	3'-hydroxy-simvastatin-acidform
1959421: bigg.metabolite:	3ocddcoa	MNXM744438	3-HydroxyoctadecadienoylCoenzymeA
1959424: bigg.metabolite:	3octdec2crn	MNXM744439	3-Hydroxyoctadecadienoylcarnitine
1959431: bigg.metabolite:	3octdectecoa	MNXM744440	3,6,9,12-OctadecatetraenoylCoenzymeA
1959434: bigg.metabolite:	3octpencoa	MNXM744441	3,6,9,12,15-OctadecapentenoylCoenzymeA
1959437: bigg.metabolite:	3tetd7ecoa	MNXM744444	3-HydroxyTetradecenoyl-7CoenzymeA
1959440: bigg.metabolite:	3thexddcoa	MNXM744445	3-HydroxyTrans7,10-HexadecadienoylCoenzymeA
1959443: bigg.metabolite:	3ttetddcoa	MNXM744446	3-HydroxyTrans5,8TetradecadienoylCoenzymeA
1959446: bigg.metabolite:	4bhglz	MNXM744447	4-beta-OH-gliclazide
1959449: bigg.metabolite:	4glu56dihdind	MNXM744448	4-S-Glutathionyl-5,6-Dihydroxyindoline
1959452: bigg.metabolite:	4hatvlac	MNXM744449	4-hydroxy-atorvastatin-lactone/para-hydroxy-atorvastatinlactone
1959459: bigg.metabolite:	4hexdtricoa	MNXM744450	4,7,10-HexadecatrienoylCoenzymeA
1959462: bigg.metabolite:	4hmdgluc	MNXM744451	4-OH-midazolam-glucuronide
1959465: bigg.metabolite:	56eppvs	MNXM744452	5,6-epoxy-3-alpha-iso-pravastatin
1959469: bigg.metabolite:	5cysdopa	MNXM744453	5-S-Cysteinyldopamine
1959473: bigg.metabolite:	5cysgly34dhphe	MNXM744454	5-S-CysteinylglycineDopa
1959476: bigg.metabolite:	5eipenc	MNXM744455	5,8,11,14,17-EicosapentenoicAcid
1959479: bigg.metabolite:	5ohfvs	MNXM744456	5-hydroxy-fluvastatin
1959482: bigg.metabolite:	5ohfvsglu	MNXM744457	5-hydroxy-fluvastatin-glucuronide
1959485: bigg.metabolite:	5tedtricoa	MNXM744458	5,8,11-TetradecatrienoylCoenzymeA
1959488: bigg.metabolite:	6bhglzglc	MNXM744459	6-beta-OH-gliclazide-glucuronide
1959495: bigg.metabolite:	6csmv	MNXM744460	6'-beta-carboxy-simvastatin-lactoneform
1959498: bigg.metabolite:	6csmvacid	MNXM744461	6'-beta-carboxy-simvastatin-acidform
1959501: bigg.metabolite:	6hddopaqn	MNXM744462	6-Hydroxydopamine-Quinone
1959504: bigg.metabolite:	6hlvst	MNXM744463	6'-beta-hydroxy-lovastatinlactoneform
1959507: bigg.metabolite:	6hlvstacid	MNXM744464	6'-beta-hydroxy-lovastatin-acidform
1959510: bigg.metabolite:	6hmsmv	MNXM744465	6'-beta-hydroxy-methyl-simvastatin-lactoneform
1959513: bigg.metabolite:	6hmsmvacid	MNXM744466	6'-beta-hydroxy-methyl-simvastatin-acidform
1959516: bigg.metabolite:	6hsmv	MNXM744467	6'-beta-hydroxysimvastatinlactone
1959519: bigg.metabolite:	6hsmvacid	MNXM744468	6'-beta-hydroxysimvastatinacid
1959522: bigg.metabolite:	6melvacid	MNXM744469	6'-exomethylene-lovastatin-acidform
1959527: bigg.metabolite:	6melvst	MNXM744470	6'-exomethylene-lovastatinlactoneform
1959530: bigg.metabolite:	6msmv	MNXM744471	6'-exomethylene-simvastatin-lactoneform
1959533: bigg.metabolite:	6ohfvs	MNXM744472	6-hydroxy-fluvastatin
1959536: bigg.metabolite:	6ohfvsglu	MNXM744473	6-hydroxy-fluvastatin-glucuronide
1959539: bigg.metabolite:	7bhglzglc	MNXM744474	7-beta-OH-gliclazide-glucuronide
1959542: bigg.metabolite:	7hpvs	MNXM744475	7-hydroxy-3-alpha-iso-pravastatin
1959545: bigg.metabolite:	7klitchol	MNXM744476	7-Ketolithocholate
1959548: bigg.metabolite:	CE0849	MNXM744477	Cis,Cis-Palmito-7,10-DienoylCoenzymeA
1959551: bigg.metabolite:	CE1261	MNXM744478	5-S-Cysteinyldopa
1959554: bigg.metabolite:	CE2432	MNXM744479	Trans-2-Cis,Cis-5,8-TetradecatrienoylCoenzymeA
1959561: bigg.metabolite:	CE2433	MNXM744480	Trans,Cis,Cis-2,7,10-HexadecatrienoylCoenzymeA
1959564: bigg.metabolite:	CE2434	MNXM744481	Trans,Cis,Cis-2,9,12-OctadecatrienoylCoenzymeA
1959567: bigg.metabolite:	CE2437	MNXM744482	2E,6Z,9Z,12Z-OctadecatetraenoylCoenzymeA
1959570: bigg.metabolite:	CE2438	MNXM744483	3(S)-Hydroxy-6Z,9Z,12Z-OctadecatrienoylCoenzymeA
1959573: bigg.metabolite:	CE2439	MNXM744484	3-Oxo-6Z,9Z,12Z-OctadecatrienoylCoenzymeA
1959576: bigg.metabolite:	CE2440	MNXM744485	4Z,7Z,10Z-HexadecatrienoylCoenzymeA
1959579: bigg.metabolite:	CE2441	MNXM744486	2E,4Z,7Z,10Z-HexadecatetraenoylCoenzymeA
1959582: bigg.metabolite:	CE2442	MNXM744487	3Z,7Z,10Z-HexadecatrienoylCoenzymeA
1959585: bigg.metabolite:	CE4790	MNXM744488	(3S)-3-Hydroxy-Cis-8-TetradecenoylCoenzymeA
1959588: bigg.metabolite:	CE4791	MNXM744489	3(S)-Hydroxy-Dihomo-Gama-LinolenoylCoenzymeA
1959595: bigg.metabolite:	CE4792	MNXM744490	3-Oxo-Cis-8-TetradecenoylCoenzymeA
1959598: bigg.metabolite:	CE4794	MNXM744491	Cis-6-DodecenoylCoenzymeA
1959601: bigg.metabolite:	CE4795	MNXM744492	2-Trans-Cis,Cis,Cis,Cis-4,8,11,14-EicosapentaenoylCoenzymeA
1959604: bigg.metabolite:	CE4799	MNXM744495	2,6-Dimethyl-Trans-2-HeptenoylCoenzymeA
1959607: bigg.metabolite:	CE4800	MNXM744496	3(S)-Hydroxy-2(S),6-Dimethyl-HeptanoylCoenzymeA
1959610: bigg.metabolite:	CE4801	MNXM744497	3(S)-Hydroxy-4(R),8-Dimethyl-NonanoylCoenzymeA
1959613: bigg.metabolite:	CE4802	MNXM744498	3(S)-Hydroxy-4-Methyl-PentanoylCoenzymeA
1959616: bigg.metabolite:	CE4806	MNXM744499	4(R),8-Dimethyl-Trans-2-NonenoylCoenzymeA
1959628: bigg.metabolite:	CE4807	MNXM744500	4-Methyl-Trans-2-PentenoylCoenzymeA
1959631: bigg.metabolite:	CE4808	MNXM744501	4-Methyl-PentanoylCoenzymeA
1959634: bigg.metabolite:	CE4832	MNXM744502	3(S)-Hydroxy-Tetracosa-6,9,12,15,18-All-Cis-PentaenoylCoenzymeA
1959637: bigg.metabolite:	CE5117	MNXM744503	(3E,5Z,8Z)-TetradecatrienoylCoenzymeA
1959640: bigg.metabolite:	CE5118	MNXM744504	Trans-2-Cis,Cis-4,8-TetradecatrienoylCoenzymeA
1959643: bigg.metabolite:	CE5119	MNXM744505	Trans-3-Cis-8-TetradecadienoylCoenzymeA
1959646: bigg.metabolite:	CE5120	MNXM744506	Trans-2-Cis-8-TetradecadienoylCoenzymeA
1959650: bigg.metabolite:	CE5787	MNXM744507	Kinetensin1-3
1959655: bigg.metabolite:	CE5791	MNXM744508	Kinetensin4-8
1959659: bigg.metabolite:	CE5934	MNXM744509	3(R)-Hydroxy-PristanoylCoenzymeA
1959666: bigg.metabolite:	M00006	MNXM744510	11Z-DocosenoylCoenzymeA
1959669: bigg.metabolite:	M00011	MNXM744511	11Z,14Z,17Z-Eicosatrienoylcarnitine
1959672: bigg.metabolite:	M00018	MNXM744512	13Z-EicosenoylCoenzymeA
1959675: bigg.metabolite:	M00020	MNXM744513	13Z-OctadecenoylCoenzymeA
1959678: bigg.metabolite:	M00044	MNXM744514	(2E)-HeneicosenoylCoenzymeA
1959682: bigg.metabolite:	M00048	MNXM744515	(2E)-HeptenoylCoenzymeA
1959686: bigg.metabolite:	M00054	MNXM744516	(2E)-NonadecenoylCoenzymeA
1959689: bigg.metabolite:	M00069	MNXM744517	(2E)-TridecenoylCoenzymeA
1959693: bigg.metabolite:	M00100	MNXM744518	5Z,8Z,11Z-Eicosatrienoylcarnitine
1959698: bigg.metabolite:	M00116	MNXM744519	7Z-OctadecenoylCoenzymeA
1959706: bigg.metabolite:	M00122	MNXM744520	8Z,11Z-Eicosadienoylcarnitine
1959709: bigg.metabolite:	M00172	MNXM744521	(S)-3-Hydroxy-7-HexadecenoylCoenzymeA
1959712: bigg.metabolite:	M00260	MNXM744522	10Z,13Z,16Z,19Z-DocosatetraenoicAcid
1959715: bigg.metabolite:	M00261	MNXM744523	10Z,13Z,16Z,19Z-Docosatetraenoylcarnitine
1959718: bigg.metabolite:	M00263	MNXM744524	10Z,13Z,16Z-Docosatrienoylcarnitine
1959721: bigg.metabolite:	M00285	MNXM744525	11Beta-Hydroxyprogesterone
1959724: bigg.metabolite:	M00315	MNXM744526	12Z,15Z,18Z,21Z-TetracosatetraenoicAcid
1959727: bigg.metabolite:	M00342	MNXM744527	13Z,16Z,19Z-Docosatrienoylcarnitine
1959730: bigg.metabolite:	M00343	MNXM744528	13Z,16Z,19Z-DocosatrienoylCoenzymeA
1959737: bigg.metabolite:	M00606	MNXM744530	Cholest-5-En-3Beta,22R-Diol
1959740: bigg.metabolite:	M00615	MNXM744531	25(R)TetrahcaCoenzymeA
1959743: bigg.metabolite:	M00699	MNXM744532	3(S)-Hydroxy-11Cis-DocosenoylCoenzymeA
1959746: bigg.metabolite:	M00702	MNXM744533	3(S)-Hydroxy-13-Cis-EicosenoylCoenzymeA
1959749: bigg.metabolite:	M00707	MNXM744534	3(S)-Hydroxy-9-Cis-EicosenoylCoenzymeA
1959752: bigg.metabolite:	M00712	MNXM744535	3(S)-Hydroxy-Docosa-13,16,19-All-Cis-TrienoylCoenzymeA
1959755: bigg.metabolite:	M00715	MNXM744536	3(S)-Hydroxy-HexacosenoylCoenzymeA
1959758: bigg.metabolite:	M00742	MNXM744537	3,7,24THCA
1959761: bigg.metabolite:	M00743	MNXM744538	3,7,24ThcaCoenzymeA
1959764: bigg.metabolite:	M00746	MNXM744539	3Alpha,7Alpha,12Alpha,24-Tetrahydroxy-5Beta-Cholestan-26-Al
1959771: bigg.metabolite:	M00753	MNXM744540	3Alpha,7Alpha,24-Trihydroxy-5Beta-Cholestan-26-Al
1959774: bigg.metabolite:	M00778	MNXM744541	3-HydroxyheneicosanoylCoenzymeA
1959777: bigg.metabolite:	M00780	MNXM744542	3-HydroxyheptadecanoylCoenzymeA
1959780: bigg.metabolite:	M00790	MNXM744543	3-HydroxynonadecanoylCoenzymeA
1959783: bigg.metabolite:	M00795	MNXM744544	3-HydroxypentadecanoylCoenzymeA
1959786: bigg.metabolite:	M00804	MNXM744545	3-HydroxytridecanoylCoenzymeA
1959789: bigg.metabolite:	M00839	MNXM744546	3-Oxo-11Cis-DocosenoylCoenzymeA
1959792: bigg.metabolite:	M00852	MNXM744547	3-Oxo-9-Cis-EicosenoylCoenzymeA
1959795: bigg.metabolite:	M00873	MNXM744548	3-OxoheneicosanoylCoenzymeA
1959798: bigg.metabolite:	M00875	MNXM744549	3-OxoheptadecanoylCoenzymeA
1959805: bigg.metabolite:	M00877	MNXM744550	3-OxoheptanoylCoenzymeA
1959808: bigg.metabolite:	M00885	MNXM744551	3-Oxomyrist-5-EnoylCoenzymeA
1959811: bigg.metabolite:	M00887	MNXM744552	3-OxononadecanoylCoenzymeA
1959814: bigg.metabolite:	M00889	MNXM744553	3-OxononanoylCoenzymeA
1959817: bigg.metabolite:	M00897	MNXM744554	3-OxopentadecanoylCoenzymeA
1959820: bigg.metabolite:	M00907	MNXM744555	3-OxotricosanoylCoenzymeA
1959823: bigg.metabolite:	M00909	MNXM744556	3-OxotridecanoylCoenzymeA
1959826: bigg.metabolite:	M00911	MNXM744557	3-OxoundecanoylCoenzymeA
1959829: bigg.metabolite:	M00976	MNXM744558	4-Cholesten-7',12',24-Triol-3-One
1959832: bigg.metabolite:	M00977	MNXM744559	7Alpha,12Alpha,26-Trihydroxycholest-4-En-3-One
1959837: bigg.metabolite:	M01076	MNXM744560	5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S),27-Pentol
1959840: bigg.metabolite:	M01077	MNXM744561	5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S)-Tetrol
1959843: bigg.metabolite:	M01079	MNXM744562	5Beta-Cholestane-3Alpha,7Alpha,24,26-Tetrol
1959846: bigg.metabolite:	M01080	MNXM744563	5Beta-Cholestane-3Alpha,7Alpha,24-Triol
1959849: bigg.metabolite:	M01081	MNXM744564	7Alpha,24-Dihydroxy-5Beta-Cholestan-3-One
1959852: bigg.metabolite:	M01083	MNXM744565	7Alpha,24Alpha-Dihydroxy-5Beta-Cholestan-3-One
1959855: bigg.metabolite:	M01084	MNXM744566	7Alpha,26-Dihydroxy-5Beta-Cholestan-3-One
1959858: bigg.metabolite:	M01236	MNXM744567	9Z-EicosenoylCoenzymeA
1959861: bigg.metabolite:	M01454	MNXM744568	Cholest-5-En-3B-Yl(9Z-Heptadecenoate)
1959864: bigg.metabolite:	M01465	MNXM744569	Cholest-5-En-3Beta-Yl(15Z-Tetracosenoate)
1959871: bigg.metabolite:	M01495	MNXM744570	Cholest-5-En-3B-Yl(Heptadecanoate)
1959874: bigg.metabolite:	M01498	MNXM744571	Cholest-5-En-3Beta-YlDodecanoate
1959877: bigg.metabolite:	M01501	MNXM744572	Cholest-5-En-3Beta-YlTetradecanoate
1959880: bigg.metabolite:	M01502	MNXM744573	Cholest-5-En-3Beta-YlNonadecanoate
1959883: bigg.metabolite:	M01506	MNXM744574	Cholest-5-En-3B-Yl(Pentadecanoate)
1959886: bigg.metabolite:	M01726	MNXM744575	Docosenoylcarnitine(11)
1959889: bigg.metabolite:	M01727	MNXM744576	Docosenoylcarnitine
1959892: bigg.metabolite:	M01776	MNXM744577	Eicosenoylcarnitine(7)
1959895: bigg.metabolite:	M01777	MNXM744578	Eicosenoylcarnitine(9)
1959902: bigg.metabolite:	M02051	MNXM744580	Heneicosanoylcarnitine
1959905: bigg.metabolite:	M02052	MNXM744581	HeneicosanoylCoenzymeA
1959908: bigg.metabolite:	M02102	MNXM744582	Heptadecenoylcarnitine(7)
1959911: bigg.metabolite:	M02103	MNXM744583	Heptadecenoylcarnitine(8)
1959915: bigg.metabolite:	M02611	MNXM744585	Nonadecanoylcarnitine
1959919: bigg.metabolite:	M02637	MNXM744586	Octadecatrienoylcarnitine
1959923: bigg.metabolite:	M02638	MNXM744587	Octadecenoylcarnitine(11)
1959927: bigg.metabolite:	M02837	MNXM744588	RetinylPalmitate
1959930: bigg.metabolite:	M02976	MNXM744589	Tetradecenoylcarnitine(9)
1959937: bigg.metabolite:	M03006	MNXM744590	Trans,Cis,Cis,Cis-2,13,16,19-DocosatetraenoylCoenzymeA
1959940: bigg.metabolite:	M03008	MNXM744591	Trans,Cis,Cis-2,13,16-DocasatrienoylCoenzymeA
1959943: bigg.metabolite:	M03011	MNXM744592	Trans,Cis-2,11-DocosadienoylCoenzymeA
1959946: bigg.metabolite:	M03016	MNXM744593	Trans,Cis-2,17-HexacosadienoylCoenzymeA
1959949: bigg.metabolite:	M03018	MNXM744594	Trans,Cis-2,9-EicosadienoylCoenzymeA
1959952: bigg.metabolite:	M03022	MNXM744595	Trans,Cis-Myristo-2,5-DienoylCoenzymeA
1959955: bigg.metabolite:	alaargcys	MNXM744598	Alanyl-Arginyl-Cysteine
1959958: bigg.metabolite:	alaarggly	MNXM744599	Alanyl-Arginyl-Glycine
1959965: bigg.metabolite:	alaasnleu	MNXM744600	Alanyl-Asparaginyl-Leucine
1959969: bigg.metabolite:	alaglylys	MNXM744601	Alanyl-Glycyl-Lysine
1959974: bigg.metabolite:	alahisala	MNXM744602	Alanyl-Histidyl-Alanine
1959978: bigg.metabolite:	alalysthr	MNXM744603	Alanyl-Lysine-Threonine
1959981: bigg.metabolite:	am19cs	MNXM744604	AM19(cyclosporine)
1959984: bigg.metabolite:	am1a4ncs	MNXM744605	AM1A4N(cyclosporine)
1959987: bigg.metabolite:	am1accs	MNXM744606	AM1Ac(cyclosporine)
1959990: bigg.metabolite:	am1acs	MNXM744607	AM1A(cyclosporine)
1959993: bigg.metabolite:	am1alcs	MNXM744608	AM1AL(cyclosporine)
1959996: bigg.metabolite:	am1c4n9cs	MNXM744609	AM1c4N9(cyclosporine)
1960003: bigg.metabolite:	am1c9cs	MNXM744610	AM1c9(cyclosporine)
1960006: bigg.metabolite:	am1ccs	MNXM744611	AM1c(cyclosporine)
1960009: bigg.metabolite:	am1cglc	MNXM744612	AM1c-glucuronide(cyclosporine)
1960012: bigg.metabolite:	am1csa	MNXM744613	AM1(cyclosporine)
1960015: bigg.metabolite:	am4n9cs	MNXM744614	AM4N9(cyclosporine)
1960018: bigg.metabolite:	am4ncs	MNXM744615	AM4N(cyclosporine)
1960021: bigg.metabolite:	am9csa	MNXM744616	AM9(cyclosporine)
1960025: bigg.metabolite:	argalaala	MNXM744617	Arginyl-Alanyl-Alanine
1960029: bigg.metabolite:	argalaphe	MNXM744618	Arginyl-Alanine-Phenylalanine
1960032: bigg.metabolite:	argalathr	MNXM744619	Arginyl-Alanyl-Threonine
1960039: bigg.metabolite:	argarg	MNXM744620	Arginyl-Arginine
1960042: bigg.metabolite:	argarglys	MNXM744621	Arginyl-Arginyl-Lysine
1960045: bigg.metabolite:	argargmet	MNXM744622	Arginyl-Arginyl-Metheonine
1960048: bigg.metabolite:	argcysgly	MNXM744623	Arginyl-Cystinyl-Glycine
1960051: bigg.metabolite:	argcysser	MNXM744624	Arginyl-Cystinyl-Serine
1960054: bigg.metabolite:	arggluglu	MNXM744625	Arginyl-Glutamyl-Glutamate
1960057: bigg.metabolite:	argglupro	MNXM744626	Arginyl-Glutamyl-Proline
1960060: bigg.metabolite:	argglygly	MNXM744627	Arginyl-Glycyl-Glycine
1960064: bigg.metabolite:	arghisthr	MNXM744628	Arginyl-Histidyl-Threonine
1960068: bigg.metabolite:	argleuphe	MNXM744629	Arginyl-Leucyl-Phenylalanine
1960075: bigg.metabolite:	arglysasp	MNXM744630	Arginyl-Lysyl-Aspartate
1960078: bigg.metabolite:	argphearg	MNXM744631	Arginyl-Phenylalanine-Arginine
1960081: bigg.metabolite:	argpromet	MNXM744632	Arginyl-Prolyl-Methionine
1960084: bigg.metabolite:	argprothr	MNXM744633	Arginyl-Prolyl-Threonine
1960087: bigg.metabolite:	argserser	MNXM744634	Arginyl-Seryl-Serine
1960090: bigg.metabolite:	argtyrval	MNXM744635	Argtyrval
1960093: bigg.metabolite:	argvalcys	MNXM744636	Arginyl-Valyl-Cysteine
1960096: bigg.metabolite:	argvaltrp	MNXM744637	Arginyl-Valyl-Tryptophan
1960099: bigg.metabolite:	asnasnarg	MNXM744638	Asparaginyl-Asparaginyl-Arginine
1960103: bigg.metabolite:	asncyscys	MNXM744639	Asparaginyl-Cysteinyl-Cysteine
1960111: bigg.metabolite:	asnmetpro	MNXM744640	Asparaginyl-Methionyl-Proline
1960114: bigg.metabolite:	asnpheasp	MNXM744641	Asparaginyl-Phenylalanyl-Aspartate
1960117: bigg.metabolite:	asnphecys	MNXM744642	Asparaginyl-Phenylalanyl-Cysteine
1960120: bigg.metabolite:	asntyrgly	MNXM744643	Asparaginyl-Tyrosyl-Glycine
1960123: bigg.metabolite:	asntyrphe	MNXM744644	Asparaginyl-Tyrosyl-Phenylalanine
1960126: bigg.metabolite:	asntyrthr	MNXM744645	Asparaginyl-Tyrosyl-Threonine
1960129: bigg.metabolite:	aspalaarg	MNXM744646	Asparaginyl-Alanyl-Arginine
1960132: bigg.metabolite:	aspasnglu	MNXM744647	Aspartyl-Asparaginyl-Glutamate
1960135: bigg.metabolite:	aspglu	MNXM744648	Aspartyl-Glutamate
1960138: bigg.metabolite:	aspglupro	MNXM744649	Aspartyl-Glutamyl-Proline
1960145: bigg.metabolite:	aspglutrp	MNXM744650	Aspartyl-Glutamyl-Tryptophan
1960148: bigg.metabolite:	asphiscys	MNXM744651	Aspartyl-Histidyl-Cysteine
1960151: bigg.metabolite:	asphispro	MNXM744652	Aspartyl-Histidyl-Proline
1960154: bigg.metabolite:	asplysglu	MNXM744653	Aspartyl-Lysyl-Glutamate
1960157: bigg.metabolite:	asplyshis	MNXM744654	Aspartyl-Lysyl-Histidine
1960160: bigg.metabolite:	aspmetasp	MNXM744655	Aspartyl-Methionyl-Aspartate
1960163: bigg.metabolite:	aspprolys	MNXM744656	Aspartyl-Prolyl-Lysine
1960166: bigg.metabolite:	aspvalasn	MNXM744657	Aspartyl-Valyl-Asparagine
1960169: bigg.metabolite:	atvacylgluc	MNXM744658	Atorvastatin-acyl-glucuronide/G2
1960172: bigg.metabolite:	atvethgluc	MNXM744659	Atorvastatin-ether-glucuronide-G1
1960177: bigg.metabolite:	atvlac	MNXM744660	Atorvastatin-lactone
1960180: bigg.metabolite:	atvlacgluc	MNXM744661	Atorvastatin-lactone-ether-glucuronide/G3
1960184: bigg.metabolite:	c12dc	MNXM744662	DodecanedioylCarnitine
1960189: bigg.metabolite:	c81crn	MNXM744663	OctenoylCarnitine
1960193: bigg.metabolite:	crglz	MNXM744664	Carboxy-gliclazide
